Ticket_ID,Application_ID,Issue_Type,Resolution_Time_Hours,Escalation_Level
TCK00003337,APP0030355,Status Inquiry,20,Tier 2
TCK00003338,APP0030363,Login,17,Tier 1
TCK00003339,APP0030366,Status Inquiry,24,Tier 2
TCK00003340,APP0030379,Status Inquiry,2,Tier 1
TCK00003341,APP0030380,Status Inquiry,19,Tier 1
TCK00003342,APP0030381,Upload,30,Tier 3
TCK00003343,APP0030386,Login,29,Tier 1
TCK00003344,APP0030391,Login,12,Tier 1
TCK00003345,APP0030412,Upload,18,Tier 1
TCK00003346,APP0030420,Status Inquiry,25,Tier 1
TCK00003347,APP0030423,Upload,16,Tier 1
TCK00003348,APP0030436,Upload,22,Tier 1
TCK00003349,APP0030452,Upload,22,Tier 1
TCK00003350,APP0030456,Login,4,Tier 2
TCK00003351,APP0030475,Login,24,Tier 1
TCK00003352,APP0030477,Status Inquiry,18,Tier 1
TCK00003353,APP0030479,Status Inquiry,17,Tier 3
TCK00003354,APP0030481,Login,16,Tier 1
TCK00003355,APP0030484,Status Inquiry,1,Tier 1
TCK00003356,APP0030492,Other,17,Tier 1
TCK00003357,APP0030493,Status Inquiry,26,Tier 1
TCK00003358,APP0030504,Upload,29,Tier 1
TCK00003359,APP0030521,Login,19,Tier 2
TCK00003360,APP0030527,Status Inquiry,17,Tier 1
TCK00003361,APP0030535,Upload,15,Tier 1
TCK00003362,APP0030543,Upload,28,Tier 2
TCK00003363,APP0030546,Status Inquiry,35,Tier 2
TCK00003364,APP0030556,Status Inquiry,18,Tier 1
TCK00003365,APP0030574,Status Inquiry,1,Tier 1
TCK00003366,APP0030603,Other,20,Tier 1
TCK00003367,APP0030622,Status Inquiry,30,Tier 2
TCK00003368,APP0030625,Status Inquiry,7,Tier 1
TCK00003369,APP0030630,Status Inquiry,12,Tier 1
TCK00003370,APP0030637,Upload,6,Tier 3
TCK00003371,APP0030654,Upload,20,Tier 2
TCK00003372,APP0030674,Status Inquiry,37,Tier 3
TCK00003373,APP0030676,Status Inquiry,26,Tier 1
TCK00003374,APP0030684,Status Inquiry,5,Tier 2
TCK00003375,APP0030686,Status Inquiry,7,Tier 3
TCK00003376,APP0030689,Login,22,Tier 3
TCK00003377,APP0030726,Login,15,Tier 1
TCK00003378,APP0030739,Login,4,Tier 2
TCK00003379,APP0030751,Upload,20,Tier 1
TCK00003380,APP0030768,Upload,11,Tier 1
TCK00003381,APP0030770,Status Inquiry,21,Tier 1
TCK00003382,APP0030773,Upload,22,Tier 1
TCK00003383,APP0030775,Upload,20,Tier 1
TCK00003384,APP0030783,Login,9,Tier 1
TCK00003385,APP0030792,Upload,11,Tier 2
TCK00003386,APP0030795,Status Inquiry,16,Tier 1
TCK00003387,APP0030796,Upload,13,Tier 1
TCK00003388,APP0030802,Upload,26,Tier 2
TCK00003389,APP0030803,Login,27,Tier 1
TCK00003390,APP0030814,Upload,19,Tier 1
TCK00003391,APP0030824,Login,25,Tier 1
TCK00003392,APP0030827,Login,30,Tier 2
TCK00003393,APP0030828,Upload,10,Tier 2
TCK00003394,APP0030829,Login,14,Tier 1
TCK00003395,APP0030832,Login,33,Tier 1
TCK00003396,APP0030837,Upload,16,Tier 1
TCK00003397,APP0030844,Status Inquiry,13,Tier 1
TCK00003398,APP0030885,Login,18,Tier 1
TCK00003399,APP0030904,Upload,21,Tier 1
TCK00003400,APP0030922,Login,6,Tier 3
TCK00003401,APP0030968,Upload,18,Tier 2
TCK00003402,APP0030973,Login,25,Tier 1
TCK00003403,APP0030984,Login,14,Tier 1
TCK00003404,APP0030995,Status Inquiry,14,Tier 3
TCK00003405,APP0030998,Upload,25,Tier 1
TCK00003406,APP0031000,Upload,11,Tier 1
TCK00003407,APP0031012,Upload,7,Tier 2
TCK00003408,APP0031028,Other,16,Tier 2
TCK00003409,APP0031046,Upload,23,Tier 1
TCK00003410,APP0031055,Login,15,Tier 2
TCK00003411,APP0031063,Other,1,Tier 1
TCK00003412,APP0031064,Login,11,Tier 1
TCK00003413,APP0031066,Upload,20,Tier 1
TCK00003414,APP0031074,Upload,31,Tier 1
TCK00003415,APP0031083,Upload,17,Tier 2
TCK00003416,APP0031084,Status Inquiry,37,Tier 1
TCK00003417,APP0031088,Status Inquiry,9,Tier 1
TCK00003418,APP0031098,Status Inquiry,13,Tier 1
TCK00003419,APP0031105,Status Inquiry,18,Tier 1
TCK00003420,APP0031114,Status Inquiry,24,Tier 1
TCK00003421,APP0031119,Login,15,Tier 1
TCK00003422,APP0031137,Upload,23,Tier 2
TCK00003423,APP0031142,Status Inquiry,15,Tier 3
TCK00003424,APP0031151,Upload,21,Tier 1
TCK00003425,APP0031155,Status Inquiry,22,Tier 2
TCK00003426,APP0031159,Upload,19,Tier 1
TCK00003427,APP0031165,Login,19,Tier 1
TCK00003428,APP0031171,Upload,15,Tier 2
TCK00003429,APP0031191,Upload,12,Tier 1
TCK00003430,APP0031198,Status Inquiry,41,Tier 2
TCK00003431,APP0031199,Upload,10,Tier 1
TCK00003432,APP0031208,Upload,29,Tier 1
TCK00003433,APP0031214,Upload,26,Tier 2
TCK00003434,APP0031232,Upload,18,Tier 1
TCK00003435,APP0031235,Upload,17,Tier 1
TCK00003436,APP0031247,Status Inquiry,12,Tier 1
TCK00003437,APP0031251,Status Inquiry,20,Tier 1
TCK00003438,APP0031255,Upload,9,Tier 1
TCK00003439,APP0031262,Status Inquiry,18,Tier 1
TCK00003440,APP0031263,Status Inquiry,34,Tier 2
TCK00003441,APP0031277,Upload,27,Tier 1
TCK00003442,APP0031279,Other,7,Tier 1
TCK00003443,APP0031281,Upload,19,Tier 1
TCK00003444,APP0031285,Status Inquiry,15,Tier 1
TCK00003445,APP0031305,Upload,7,Tier 1
TCK00003446,APP0031307,Upload,27,Tier 2
TCK00003447,APP0031308,Upload,4,Tier 2
TCK00003448,APP0031311,Status Inquiry,22,Tier 1
TCK00003449,APP0031313,Status Inquiry,33,Tier 1
TCK00003450,APP0031314,Login,31,Tier 1
TCK00003451,APP0031329,Status Inquiry,8,Tier 1
TCK00003452,APP0031332,Upload,16,Tier 1
TCK00003453,APP0031334,Upload,17,Tier 1
TCK00003454,APP0031337,Login,18,Tier 1
TCK00003455,APP0031343,Login,26,Tier 2
TCK00003456,APP0031344,Status Inquiry,23,Tier 2
TCK00003457,APP0031345,Status Inquiry,33,Tier 1
TCK00003458,APP0031364,Status Inquiry,13,Tier 1
TCK00003459,APP0031369,Upload,22,Tier 1
TCK00003460,APP0031377,Login,28,Tier 1
TCK00003461,APP0031388,Status Inquiry,22,Tier 1
TCK00003462,APP0031410,Login,4,Tier 1
TCK00003463,APP0031430,Status Inquiry,19,Tier 2
TCK00003464,APP0031439,Upload,20,Tier 2
TCK00003465,APP0031441,Login,19,Tier 1
TCK00003466,APP0031442,Login,11,Tier 1
TCK00003467,APP0031444,Upload,24,Tier 2
TCK00003468,APP0031454,Upload,19,Tier 2
TCK00003469,APP0031461,Status Inquiry,12,Tier 1
TCK00003470,APP0031465,Status Inquiry,22,Tier 1
TCK00003471,APP0031467,Status Inquiry,18,Tier 2
TCK00003472,APP0031520,Status Inquiry,14,Tier 2
TCK00003473,APP0031530,Upload,13,Tier 2
TCK00003474,APP0031546,Status Inquiry,10,Tier 1
TCK00003475,APP0031562,Upload,18,Tier 3
TCK00003476,APP0031565,Status Inquiry,14,Tier 2
TCK00003477,APP0031567,Status Inquiry,27,Tier 1
TCK00003478,APP0031594,Status Inquiry,17,Tier 1
TCK00003479,APP0031599,Login,24,Tier 2
TCK00003480,APP0031600,Upload,12,Tier 1
TCK00003481,APP0031604,Status Inquiry,14,Tier 1
TCK00003482,APP0031605,Status Inquiry,18,Tier 1
TCK00003483,APP0031607,Upload,24,Tier 2
TCK00003484,APP0031611,Upload,25,Tier 1
TCK00003485,APP0031616,Login,19,Tier 1
TCK00003486,APP0031624,Upload,20,Tier 2
TCK00003487,APP0031627,Other,22,Tier 2
TCK00003488,APP0031639,Status Inquiry,24,Tier 2
TCK00003489,APP0031640,Upload,26,Tier 3
TCK00003490,APP0031642,Status Inquiry,4,Tier 1
TCK00003491,APP0031650,Upload,25,Tier 1
TCK00003492,APP0031656,Upload,17,Tier 1
TCK00003493,APP0031658,Status Inquiry,19,Tier 1
TCK00003494,APP0031662,Upload,12,Tier 1
TCK00003495,APP0031663,Upload,24,Tier 1
TCK00003496,APP0031674,Status Inquiry,28,Tier 1
TCK00003497,APP0031676,Other,27,Tier 1
TCK00003498,APP0031678,Upload,13,Tier 1
TCK00003499,APP0031689,Login,6,Tier 1
TCK00003500,APP0031698,Login,28,Tier 1
TCK00003501,APP0031702,Other,15,Tier 1
TCK00003502,APP0031714,Status Inquiry,4,Tier 1
TCK00003503,APP0031721,Upload,26,Tier 1
TCK00003504,APP0031728,Other,1,Tier 1
TCK00003505,APP0031734,Status Inquiry,26,Tier 2
TCK00003506,APP0031735,Upload,14,Tier 1
TCK00003507,APP0031736,Status Inquiry,33,Tier 2
TCK00003508,APP0031742,Login,18,Tier 1
TCK00003509,APP0031744,Login,13,Tier 1
TCK00003510,APP0031764,Login,19,Tier 2
TCK00003511,APP0031766,Status Inquiry,11,Tier 1
TCK00003512,APP0031769,Status Inquiry,13,Tier 1
TCK00003513,APP0031773,Other,21,Tier 2
TCK00003514,APP0031774,Upload,18,Tier 1
TCK00003515,APP0031776,Login,8,Tier 1
TCK00003516,APP0031784,Login,14,Tier 2
TCK00003517,APP0031785,Status Inquiry,32,Tier 1
TCK00003518,APP0031786,Upload,7,Tier 2
TCK00003519,APP0031787,Status Inquiry,22,Tier 1
TCK00003520,APP0031788,Other,38,Tier 1
TCK00003521,APP0031803,Login,11,Tier 1
TCK00003522,APP0031816,Status Inquiry,24,Tier 1
TCK00003523,APP0031822,Status Inquiry,18,Tier 1
TCK00003524,APP0031834,Upload,10,Tier 2
TCK00003525,APP0031835,Status Inquiry,24,Tier 1
TCK00003526,APP0031854,Status Inquiry,23,Tier 1
TCK00003527,APP0031882,Status Inquiry,17,Tier 1
TCK00003528,APP0031898,Upload,12,Tier 2
TCK00003529,APP0031915,Upload,26,Tier 1
TCK00003530,APP0031919,Login,22,Tier 1
TCK00003531,APP0031925,Upload,15,Tier 2
TCK00003532,APP0031946,Upload,11,Tier 1
TCK00003533,APP0031952,Status Inquiry,15,Tier 1
TCK00003534,APP0031953,Upload,14,Tier 1
TCK00003535,APP0031954,Upload,13,Tier 1
TCK00003536,APP0031958,Upload,28,Tier 1
TCK00003537,APP0031959,Status Inquiry,17,Tier 1
TCK00003538,APP0031980,Status Inquiry,29,Tier 2
TCK00003539,APP0031985,Status Inquiry,27,Tier 2
TCK00003540,APP0031990,Other,26,Tier 3
TCK00003541,APP0031994,Login,22,Tier 1
TCK00003542,APP0032000,Login,17,Tier 1
TCK00003543,APP0032005,Upload,17,Tier 1
TCK00003544,APP0032012,Login,34,Tier 1
TCK00003545,APP0032032,Upload,27,Tier 2
TCK00003546,APP0032036,Other,15,Tier 1
TCK00003547,APP0032038,Other,23,Tier 1
TCK00003548,APP0032049,Upload,13,Tier 1
TCK00003549,APP0032057,Upload,18,Tier 1
TCK00003550,APP0032060,Login,10,Tier 2
TCK00003551,APP0032069,Upload,10,Tier 3
TCK00003552,APP0032074,Status Inquiry,9,Tier 2
TCK00003553,APP0032082,Login,21,Tier 1
TCK00003554,APP0032101,Login,27,Tier 1
TCK00003555,APP0032108,Other,18,Tier 2
TCK00003556,APP0032139,Login,21,Tier 1
TCK00003557,APP0032144,Upload,16,Tier 1
TCK00003558,APP0032164,Status Inquiry,13,Tier 1
TCK00003559,APP0032165,Other,20,Tier 2
TCK00003560,APP0032188,Upload,8,Tier 1
TCK00003561,APP0032199,Upload,26,Tier 2
TCK00003562,APP0032211,Login,24,Tier 1
TCK00003563,APP0032219,Other,21,Tier 1
TCK00003564,APP0032239,Upload,18,Tier 1
TCK00003565,APP0032259,Status Inquiry,13,Tier 1
TCK00003566,APP0032260,Upload,30,Tier 1
TCK00003567,APP0032263,Login,16,Tier 1
TCK00003568,APP0032288,Login,13,Tier 1
TCK00003569,APP0032299,Upload,10,Tier 1
TCK00003570,APP0032301,Upload,12,Tier 1
TCK00003571,APP0032304,Status Inquiry,16,Tier 2
TCK00003572,APP0032306,Login,15,Tier 1
TCK00003573,APP0032308,Status Inquiry,23,Tier 1
TCK00003574,APP0032312,Upload,14,Tier 1
TCK00003575,APP0032313,Upload,11,Tier 1
TCK00003576,APP0032320,Login,22,Tier 1
TCK00003577,APP0032332,Login,12,Tier 2
TCK00003578,APP0032334,Status Inquiry,32,Tier 1
TCK00003579,APP0032350,Login,7,Tier 1
TCK00003580,APP0032360,Login,16,Tier 2
TCK00003581,APP0032384,Status Inquiry,11,Tier 3
TCK00003582,APP0032393,Upload,20,Tier 1
TCK00003583,APP0032420,Login,28,Tier 1
TCK00003584,APP0032421,Login,14,Tier 1
TCK00003585,APP0032454,Status Inquiry,5,Tier 2
TCK00003586,APP0032474,Login,20,Tier 2
TCK00003587,APP0032482,Upload,18,Tier 1
TCK00003588,APP0032485,Status Inquiry,23,Tier 2
TCK00003589,APP0032487,Upload,11,Tier 1
TCK00003590,APP0032512,Login,12,Tier 1
TCK00003591,APP0032514,Upload,11,Tier 2
TCK00003592,APP0032526,Login,13,Tier 1
TCK00003593,APP0032527,Status Inquiry,17,Tier 1
TCK00003594,APP0032562,Upload,29,Tier 1
TCK00003595,APP0032563,Login,21,Tier 2
TCK00003596,APP0032569,Upload,15,Tier 1
TCK00003597,APP0032576,Other,6,Tier 1
TCK00003598,APP0032587,Status Inquiry,29,Tier 1
TCK00003599,APP0032592,Upload,23,Tier 1
TCK00003600,APP0032599,Status Inquiry,29,Tier 1
TCK00003601,APP0032603,Login,1,Tier 1
TCK00003602,APP0032605,Upload,37,Tier 1
TCK00003603,APP0032615,Upload,10,Tier 2
TCK00003604,APP0032617,Login,9,Tier 1
TCK00003605,APP0032654,Login,12,Tier 1
TCK00003606,APP0032669,Login,13,Tier 1
TCK00003607,APP0032676,Login,29,Tier 2
TCK00003608,APP0032696,Login,1,Tier 1
TCK00003609,APP0032718,Upload,22,Tier 2
TCK00003610,APP0032727,Login,28,Tier 2
TCK00003611,APP0032735,Other,27,Tier 3
TCK00003612,APP0032737,Status Inquiry,23,Tier 1
TCK00003613,APP0032740,Upload,25,Tier 1
TCK00003614,APP0032747,Other,15,Tier 2
TCK00003615,APP0032775,Upload,12,Tier 1
TCK00003616,APP0032779,Upload,12,Tier 2
TCK00003617,APP0032781,Other,3,Tier 2
TCK00003618,APP0032784,Other,25,Tier 1
TCK00003619,APP0032799,Upload,17,Tier 1
TCK00003620,APP0032803,Upload,20,Tier 1
TCK00003621,APP0032810,Status Inquiry,30,Tier 1
TCK00003622,APP0032843,Login,29,Tier 1
TCK00003623,APP0032844,Login,22,Tier 1
TCK00003624,APP0032850,Login,11,Tier 2
TCK00003625,APP0032853,Login,3,Tier 2
TCK00003626,APP0032854,Other,25,Tier 2
TCK00003627,APP0032886,Login,4,Tier 3
TCK00003628,APP0032893,Other,15,Tier 1
TCK00003629,APP0032895,Upload,16,Tier 1
TCK00003630,APP0032896,Upload,11,Tier 2
TCK00003631,APP0032898,Login,18,Tier 2
TCK00003632,APP0032904,Other,25,Tier 1
TCK00003633,APP0032907,Status Inquiry,29,Tier 1
TCK00003634,APP0032916,Login,14,Tier 1
TCK00003635,APP0032918,Upload,7,Tier 2
TCK00003636,APP0032921,Login,16,Tier 1
TCK00003637,APP0032937,Status Inquiry,9,Tier 1
TCK00003638,APP0032945,Login,9,Tier 1
TCK00003639,APP0032948,Login,19,Tier 2
TCK00003640,APP0032955,Login,26,Tier 1
TCK00003641,APP0032958,Status Inquiry,19,Tier 2
TCK00003642,APP0032961,Status Inquiry,20,Tier 2
TCK00003643,APP0032976,Status Inquiry,27,Tier 1
TCK00003644,APP0032982,Other,22,Tier 1
TCK00003645,APP0032985,Status Inquiry,8,Tier 3
TCK00003646,APP0033001,Status Inquiry,13,Tier 1
TCK00003647,APP0033015,Login,14,Tier 2
TCK00003648,APP0033020,Other,29,Tier 1
TCK00003649,APP0033035,Upload,7,Tier 1
TCK00003650,APP0033057,Upload,16,Tier 2
TCK00003651,APP0033065,Upload,1,Tier 1
TCK00003652,APP0033079,Upload,13,Tier 2
TCK00003653,APP0033092,Login,10,Tier 1
TCK00003654,APP0033095,Login,9,Tier 1
TCK00003655,APP0033098,Status Inquiry,22,Tier 2
TCK00003656,APP0033107,Status Inquiry,10,Tier 1
TCK00003657,APP0033111,Status Inquiry,28,Tier 3
TCK00003658,APP0033131,Upload,18,Tier 2
TCK00003659,APP0033136,Login,15,Tier 1
TCK00003660,APP0033153,Upload,8,Tier 2
TCK00003661,APP0033169,Status Inquiry,31,Tier 2
TCK00003662,APP0033191,Login,18,Tier 3
TCK00003663,APP0033196,Status Inquiry,31,Tier 1
TCK00003664,APP0033201,Login,37,Tier 2
TCK00003665,APP0033208,Upload,17,Tier 1
TCK00003666,APP0033210,Upload,23,Tier 1
TCK00003667,APP0033224,Upload,29,Tier 1
TCK00003668,APP0033226,Status Inquiry,18,Tier 1
TCK00003669,APP0033227,Login,4,Tier 1
TCK00003670,APP0033232,Status Inquiry,26,Tier 1
TCK00003671,APP0033241,Status Inquiry,13,Tier 1
TCK00003672,APP0033269,Login,8,Tier 2
TCK00003673,APP0033274,Login,13,Tier 2
TCK00003674,APP0033300,Other,29,Tier 1
TCK00003675,APP0033304,Login,10,Tier 2
TCK00003676,APP0033309,Status Inquiry,13,Tier 1
TCK00003677,APP0033321,Other,9,Tier 2
TCK00003678,APP0033326,Status Inquiry,27,Tier 2
TCK00003679,APP0033330,Status Inquiry,23,Tier 3
TCK00003680,APP0033332,Login,31,Tier 1
TCK00003681,APP0033338,Upload,26,Tier 1
TCK00003682,APP0033354,Status Inquiry,22,Tier 1
TCK00003683,APP0033361,Login,30,Tier 1
TCK00003684,APP0033374,Other,27,Tier 1
TCK00003685,APP0033376,Other,20,Tier 1
TCK00003686,APP0033378,Upload,24,Tier 1
TCK00003687,APP0033380,Status Inquiry,34,Tier 1
TCK00003688,APP0033391,Login,24,Tier 1
TCK00003689,APP0033403,Upload,5,Tier 2
TCK00003690,APP0033408,Upload,1,Tier 1
TCK00003691,APP0033438,Status Inquiry,10,Tier 1
TCK00003692,APP0033446,Upload,27,Tier 1
TCK00003693,APP0033478,Upload,22,Tier 1
TCK00003694,APP0033485,Login,24,Tier 1
TCK00003695,APP0033487,Login,17,Tier 1
TCK00003696,APP0033489,Login,17,Tier 1
TCK00003697,APP0033495,Upload,14,Tier 1
TCK00003698,APP0033521,Status Inquiry,17,Tier 1
TCK00003699,APP0033522,Status Inquiry,17,Tier 1
TCK00003700,APP0033532,Upload,16,Tier 1
TCK00003701,APP0033552,Status Inquiry,8,Tier 2
TCK00003702,APP0033556,Other,6,Tier 2
TCK00003703,APP0033580,Other,28,Tier 1
TCK00003704,APP0033584,Status Inquiry,18,Tier 2
TCK00003705,APP0033586,Other,21,Tier 2
TCK00003706,APP0033588,Status Inquiry,12,Tier 1
TCK00003707,APP0033600,Login,17,Tier 1
TCK00003708,APP0033605,Login,21,Tier 1
TCK00003709,APP0033623,Upload,14,Tier 2
TCK00003710,APP0033635,Other,10,Tier 1
TCK00003711,APP0033640,Upload,21,Tier 3
TCK00003712,APP0033661,Login,22,Tier 1
TCK00003713,APP0033662,Status Inquiry,6,Tier 1
TCK00003714,APP0033663,Login,9,Tier 3
TCK00003715,APP0033664,Login,27,Tier 1
TCK00003716,APP0033677,Login,9,Tier 2
TCK00003717,APP0033679,Status Inquiry,9,Tier 1
TCK00003718,APP0033683,Other,9,Tier 1
TCK00003719,APP0033686,Status Inquiry,18,Tier 1
TCK00003720,APP0033691,Status Inquiry,15,Tier 1
TCK00003721,APP0033710,Login,23,Tier 1
TCK00003722,APP0033717,Status Inquiry,7,Tier 1
TCK00003723,APP0033724,Upload,11,Tier 1
TCK00003724,APP0033736,Status Inquiry,16,Tier 1
TCK00003725,APP0033739,Upload,16,Tier 1
TCK00003726,APP0033745,Upload,8,Tier 1
TCK00003727,APP0033749,Other,13,Tier 1
TCK00003728,APP0033750,Upload,10,Tier 1
TCK00003729,APP0033756,Other,15,Tier 2
TCK00003730,APP0033785,Login,7,Tier 1
TCK00003731,APP0033800,Upload,25,Tier 1
TCK00003732,APP0033827,Status Inquiry,15,Tier 1
TCK00003733,APP0033833,Upload,13,Tier 2
TCK00003734,APP0033839,Status Inquiry,1,Tier 1
TCK00003735,APP0033848,Other,11,Tier 1
TCK00003736,APP0033851,Other,19,Tier 2
TCK00003737,APP0033859,Status Inquiry,24,Tier 2
TCK00003738,APP0033871,Login,7,Tier 1
TCK00003739,APP0033877,Login,31,Tier 1
TCK00003740,APP0033882,Status Inquiry,35,Tier 2
TCK00003741,APP0033892,Status Inquiry,11,Tier 1
TCK00003742,APP0033903,Upload,26,Tier 1
TCK00003743,APP0033914,Status Inquiry,9,Tier 1
TCK00003744,APP0033919,Upload,20,Tier 1
TCK00003745,APP0033923,Status Inquiry,20,Tier 1
TCK00003746,APP0033927,Status Inquiry,25,Tier 3
TCK00003747,APP0033944,Upload,20,Tier 2
TCK00003748,APP0033978,Upload,15,Tier 1
TCK00003749,APP0033992,Upload,18,Tier 1
TCK00003750,APP0033993,Upload,23,Tier 1
TCK00003751,APP0033997,Status Inquiry,14,Tier 2
TCK00003752,APP0033998,Status Inquiry,23,Tier 1
TCK00003753,APP0034011,Upload,12,Tier 1
TCK00003754,APP0034014,Other,19,Tier 1
TCK00003755,APP0034015,Login,25,Tier 2
TCK00003756,APP0034025,Status Inquiry,13,Tier 2
TCK00003757,APP0034035,Login,20,Tier 1
TCK00003758,APP0034040,Upload,1,Tier 1
TCK00003759,APP0034044,Upload,13,Tier 3
TCK00003760,APP0034109,Upload,34,Tier 1
TCK00003761,APP0034112,Status Inquiry,9,Tier 1
TCK00003762,APP0034115,Upload,9,Tier 1
TCK00003763,APP0034117,Status Inquiry,24,Tier 1
TCK00003764,APP0034132,Status Inquiry,14,Tier 1
TCK00003765,APP0034134,Status Inquiry,12,Tier 1
TCK00003766,APP0034146,Status Inquiry,13,Tier 1
TCK00003767,APP0034147,Status Inquiry,25,Tier 1
TCK00003768,APP0034152,Status Inquiry,14,Tier 1
TCK00003769,APP0034158,Upload,3,Tier 2
TCK00003770,APP0034181,Status Inquiry,27,Tier 2
TCK00003771,APP0034182,Status Inquiry,27,Tier 1
TCK00003772,APP0034193,Upload,22,Tier 1
TCK00003773,APP0034197,Status Inquiry,16,Tier 1
TCK00003774,APP0034200,Upload,8,Tier 1
TCK00003775,APP0034209,Login,32,Tier 1
TCK00003776,APP0034214,Status Inquiry,1,Tier 1
TCK00003777,APP0034215,Status Inquiry,27,Tier 2
TCK00003778,APP0034225,Upload,26,Tier 1
TCK00003779,APP0034243,Upload,23,Tier 1
TCK00003780,APP0034261,Login,22,Tier 1
TCK00003781,APP0034271,Upload,25,Tier 2
TCK00003782,APP0034286,Status Inquiry,18,Tier 2
TCK00003783,APP0034302,Login,25,Tier 2
TCK00003784,APP0034322,Upload,24,Tier 1
TCK00003785,APP0034331,Other,18,Tier 1
TCK00003786,APP0034333,Other,19,Tier 2
TCK00003787,APP0034337,Login,18,Tier 1
TCK00003788,APP0034342,Other,29,Tier 2
TCK00003789,APP0034347,Upload,9,Tier 1
TCK00003790,APP0034353,Login,16,Tier 2
TCK00003791,APP0034355,Other,29,Tier 1
TCK00003792,APP0034356,Status Inquiry,11,Tier 1
TCK00003793,APP0034361,Status Inquiry,20,Tier 1
TCK00003794,APP0034370,Login,17,Tier 1
TCK00003795,APP0034384,Other,5,Tier 1
TCK00003796,APP0034396,Upload,19,Tier 2
TCK00003797,APP0034402,Login,25,Tier 2
TCK00003798,APP0034411,Status Inquiry,16,Tier 1
TCK00003799,APP0034414,Login,25,Tier 1
TCK00003800,APP0034415,Upload,22,Tier 1
TCK00003801,APP0034420,Upload,20,Tier 1
TCK00003802,APP0034425,Status Inquiry,4,Tier 1
TCK00003803,APP0034432,Upload,22,Tier 1
TCK00003804,APP0034447,Status Inquiry,20,Tier 2
TCK00003805,APP0034453,Login,23,Tier 1
TCK00003806,APP0034459,Upload,23,Tier 2
TCK00003807,APP0034469,Upload,10,Tier 1
TCK00003808,APP0034470,Upload,13,Tier 1
TCK00003809,APP0034474,Upload,8,Tier 1
TCK00003810,APP0034475,Upload,20,Tier 1
TCK00003811,APP0034494,Upload,11,Tier 1
TCK00003812,APP0034509,Login,28,Tier 1
TCK00003813,APP0034519,Login,25,Tier 1
TCK00003814,APP0034525,Status Inquiry,8,Tier 1
TCK00003815,APP0034526,Status Inquiry,22,Tier 1
TCK00003816,APP0034543,Status Inquiry,13,Tier 1
TCK00003817,APP0034555,Other,1,Tier 2
TCK00003818,APP0034557,Login,22,Tier 2
TCK00003819,APP0034574,Upload,7,Tier 1
TCK00003820,APP0034578,Status Inquiry,14,Tier 1
TCK00003821,APP0034606,Login,22,Tier 1
TCK00003822,APP0034609,Login,22,Tier 1
TCK00003823,APP0034648,Status Inquiry,39,Tier 1
TCK00003824,APP0034655,Other,22,Tier 1
TCK00003825,APP0034664,Status Inquiry,16,Tier 1
TCK00003826,APP0034676,Status Inquiry,11,Tier 1
TCK00003827,APP0034684,Status Inquiry,1,Tier 1
TCK00003828,APP0034687,Upload,13,Tier 1
TCK00003829,APP0034688,Other,16,Tier 1
TCK00003830,APP0034707,Login,32,Tier 1
TCK00003831,APP0034710,Login,14,Tier 2
TCK00003832,APP0034715,Status Inquiry,4,Tier 1
TCK00003833,APP0034720,Status Inquiry,19,Tier 1
TCK00003834,APP0034721,Upload,18,Tier 2
TCK00003835,APP0034730,Upload,22,Tier 1
TCK00003836,APP0034739,Status Inquiry,18,Tier 1
TCK00003837,APP0034747,Status Inquiry,10,Tier 2
TCK00003838,APP0034753,Status Inquiry,4,Tier 1
TCK00003839,APP0034755,Upload,14,Tier 1
TCK00003840,APP0034760,Upload,15,Tier 1
TCK00003841,APP0034768,Upload,18,Tier 2
TCK00003842,APP0034783,Upload,28,Tier 1
TCK00003843,APP0034799,Status Inquiry,15,Tier 1
TCK00003844,APP0034803,Login,11,Tier 1
TCK00003845,APP0034810,Login,1,Tier 2
TCK00003846,APP0034824,Upload,23,Tier 1
TCK00003847,APP0034829,Status Inquiry,6,Tier 1
TCK00003848,APP0034835,Upload,13,Tier 1
TCK00003849,APP0034867,Upload,9,Tier 1
TCK00003850,APP0034875,Other,17,Tier 2
TCK00003851,APP0034891,Upload,14,Tier 1
TCK00003852,APP0034894,Login,14,Tier 1
TCK00003853,APP0034896,Other,10,Tier 3
TCK00003854,APP0034903,Status Inquiry,23,Tier 1
TCK00003855,APP0034912,Upload,7,Tier 1
TCK00003856,APP0034941,Upload,13,Tier 1
TCK00003857,APP0034948,Status Inquiry,26,Tier 3
TCK00003858,APP0034950,Login,7,Tier 1
TCK00003859,APP0034952,Login,34,Tier 1
TCK00003860,APP0034970,Other,14,Tier 2
TCK00003861,APP0034973,Upload,28,Tier 1
TCK00003862,APP0034983,Login,32,Tier 2
TCK00003863,APP0034992,Other,16,Tier 1
TCK00003864,APP0035012,Upload,20,Tier 2
TCK00003865,APP0035022,Login,29,Tier 1
TCK00003866,APP0035029,Upload,22,Tier 1
TCK00003867,APP0035032,Status Inquiry,38,Tier 1
TCK00003868,APP0035039,Upload,25,Tier 1
