Log_ID,Application_ID,Error_Code,Downtime_Minutes,Step_Failed
LOG00018140,APP0018140,Upload Error,43,Document Upload
LOG00018141,APP0018141,None,0,Final Approval
LOG00018142,APP0018142,Upload Error,57,Final Approval
LOG00018143,APP0018143,Timeout,32,KYC
LOG00018144,APP0018144,None,0,Final Approval
LOG00018145,APP0018145,None,0,Final Approval
LOG00018146,APP0018146,Timeout,48,Form
LOG00018147,APP0018147,None,0,Final Approval
LOG00018148,APP0018148,None,0,Final Approval
LOG00018149,APP0018149,None,0,KYC
LOG00018150,APP0018150,None,0,Final Approval
LOG00018151,APP0018151,None,0,Final Approval
LOG00018152,APP0018152,None,0,Final Approval
LOG00018153,APP0018153,None,0,Final Approval
LOG00018154,APP0018154,None,0,Final Approval
LOG00018155,APP0018155,None,0,Final Approval
LOG00018156,APP0018156,None,0,Final Approval
LOG00018157,APP0018157,None,0,Final Approval
LOG00018158,APP0018158,Timeout,53,Final Approval
LOG00018159,APP0018159,None,0,Final Approval
LOG00018160,APP0018160,None,0,Final Approval
LOG00018161,APP0018161,None,0,Document Upload
LOG00018162,APP0018162,None,0,Final Approval
LOG00018163,APP0018163,API Failure,24,Form
LOG00018164,APP0018164,Upload Error,1,Document Upload
LOG00018165,APP0018165,None,0,Final Approval
LOG00018166,APP0018166,Timeout,5,Final Approval
LOG00018167,APP0018167,None,0,Final Approval
LOG00018168,APP0018168,Timeout,46,Form
LOG00018169,APP0018169,None,0,Final Approval
LOG00018170,APP0018170,None,0,Form
LOG00018171,APP0018171,Timeout,46,Final Approval
LOG00018172,APP0018172,Upload Error,18,Final Approval
LOG00018173,APP0018173,None,0,Final Approval
LOG00018174,APP0018174,None,0,Final Approval
LOG00018175,APP0018175,Upload Error,58,Document Upload
LOG00018176,APP0018176,None,0,Form
LOG00018177,APP0018177,None,0,Final Approval
LOG00018178,APP0018178,None,0,Final Approval
LOG00018179,APP0018179,None,0,Final Approval
LOG00018180,APP0018180,None,0,Document Upload
LOG00018181,APP0018181,API Failure,9,KYC
LOG00018182,APP0018182,Upload Error,9,Final Approval
LOG00018183,APP0018183,None,0,Final Approval
LOG00018184,APP0018184,None,0,KYC
LOG00018185,APP0018185,None,0,Final Approval
LOG00018186,APP0018186,API Failure,19,Form
LOG00018187,APP0018187,None,0,Final Approval
LOG00018188,APP0018188,None,0,Final Approval
LOG00018189,APP0018189,None,0,Final Approval
LOG00018190,APP0018190,None,0,Final Approval
LOG00018191,APP0018191,None,0,Final Approval
LOG00018192,APP0018192,None,0,Final Approval
LOG00018193,APP0018193,None,0,Final Approval
LOG00018194,APP0018194,Upload Error,17,KYC
LOG00018195,APP0018195,None,0,Final Approval
LOG00018196,APP0018196,None,0,Final Approval
LOG00018197,APP0018197,None,0,Final Approval
LOG00018198,APP0018198,Timeout,29,Final Approval
LOG00018199,APP0018199,None,0,Final Approval
LOG00018200,APP0018200,None,0,Document Upload
LOG00018201,APP0018201,None,0,Final Approval
LOG00018202,APP0018202,Upload Error,27,Document Upload
LOG00018203,APP0018203,None,0,Final Approval
LOG00018204,APP0018204,Timeout,42,Final Approval
LOG00018205,APP0018205,Timeout,21,KYC
LOG00018206,APP0018206,None,0,Form
LOG00018207,APP0018207,None,0,Final Approval
LOG00018208,APP0018208,None,0,Final Approval
LOG00018209,APP0018209,Timeout,30,KYC
LOG00018210,APP0018210,API Failure,12,Document Upload
LOG00018211,APP0018211,None,0,Final Approval
LOG00018212,APP0018212,Upload Error,12,Document Upload
LOG00018213,APP0018213,Upload Error,59,Final Approval
LOG00018214,APP0018214,None,0,Form
LOG00018215,APP0018215,None,0,Final Approval
LOG00018216,APP0018216,None,0,Final Approval
LOG00018217,APP0018217,None,0,Document Upload
LOG00018218,APP0018218,None,0,Final Approval
LOG00018219,APP0018219,Timeout,46,Document Upload
LOG00018220,APP0018220,None,0,Final Approval
LOG00018221,APP0018221,None,0,Document Upload
LOG00018222,APP0018222,None,0,Final Approval
LOG00018223,APP0018223,Upload Error,52,Final Approval
LOG00018224,APP0018224,None,0,Final Approval
LOG00018225,APP0018225,None,0,Final Approval
LOG00018226,APP0018226,Upload Error,31,Document Upload
LOG00018227,APP0018227,None,0,Form
LOG00018228,APP0018228,None,0,Final Approval
LOG00018229,APP0018229,Timeout,38,KYC
LOG00018230,APP0018230,None,0,Final Approval
LOG00018231,APP0018231,None,0,Final Approval
LOG00018232,APP0018232,None,0,KYC
LOG00018233,APP0018233,None,0,Document Upload
LOG00018234,APP0018234,None,0,Final Approval
LOG00018235,APP0018235,None,0,Final Approval
LOG00018236,APP0018236,None,0,Final Approval
LOG00018237,APP0018237,None,0,Form
LOG00018238,APP0018238,None,0,Final Approval
LOG00018239,APP0018239,API Failure,20,Form
LOG00018240,APP0018240,None,0,KYC
LOG00018241,APP0018241,None,0,Final Approval
LOG00018242,APP0018242,None,0,Final Approval
LOG00018243,APP0018243,None,0,Final Approval
LOG00018244,APP0018244,None,0,Final Approval
LOG00018245,APP0018245,None,0,Form
LOG00018246,APP0018246,Timeout,18,KYC
LOG00018247,APP0018247,Upload Error,25,Final Approval
LOG00018248,APP0018248,Upload Error,49,Document Upload
LOG00018249,APP0018249,Timeout,46,Form
LOG00018250,APP0018250,None,0,Final Approval
LOG00018251,APP0018251,Upload Error,43,Final Approval
LOG00018252,APP0018252,API Failure,33,Form
LOG00018253,APP0018253,None,0,Document Upload
LOG00018254,APP0018254,None,0,Final Approval
LOG00018255,APP0018255,API Failure,19,Form
LOG00018256,APP0018256,None,0,Final Approval
LOG00018257,APP0018257,None,0,Document Upload
LOG00018258,APP0018258,Timeout,30,Final Approval
LOG00018259,APP0018259,None,0,Final Approval
LOG00018260,APP0018260,None,0,Final Approval
LOG00018261,APP0018261,None,0,Final Approval
LOG00018262,APP0018262,None,0,Final Approval
LOG00018263,APP0018263,None,0,Final Approval
LOG00018264,APP0018264,None,0,Final Approval
LOG00018265,APP0018265,None,0,Final Approval
LOG00018266,APP0018266,None,0,KYC
LOG00018267,APP0018267,Upload Error,18,Document Upload
LOG00018268,APP0018268,None,0,Form
LOG00018269,APP0018269,None,0,KYC
LOG00018270,APP0018270,None,0,Final Approval
LOG00018271,APP0018271,API Failure,42,KYC
LOG00018272,APP0018272,None,0,Form
LOG00018273,APP0018273,None,0,Final Approval
LOG00018274,APP0018274,None,0,Final Approval
LOG00018275,APP0018275,API Failure,32,KYC
LOG00018276,APP0018276,Timeout,7,Final Approval
LOG00018277,APP0018277,None,0,Final Approval
LOG00018278,APP0018278,Timeout,14,KYC
LOG00018279,APP0018279,None,0,Final Approval
LOG00018280,APP0018280,None,0,Final Approval
LOG00018281,APP0018281,None,0,Final Approval
LOG00018282,APP0018282,None,0,Final Approval
LOG00018283,APP0018283,Timeout,37,Final Approval
LOG00018284,APP0018284,None,0,KYC
LOG00018285,APP0018285,None,0,Final Approval
LOG00018286,APP0018286,Upload Error,48,Document Upload
LOG00018287,APP0018287,Upload Error,26,Document Upload
LOG00018288,APP0018288,None,0,Final Approval
LOG00018289,APP0018289,None,0,Final Approval
LOG00018290,APP0018290,None,0,Final Approval
LOG00018291,APP0018291,API Failure,12,Document Upload
LOG00018292,APP0018292,Upload Error,46,Document Upload
LOG00018293,APP0018293,None,0,Final Approval
LOG00018294,APP0018294,None,0,Form
LOG00018295,APP0018295,None,0,Final Approval
LOG00018296,APP0018296,Timeout,30,KYC
LOG00018297,APP0018297,None,0,Final Approval
LOG00018298,APP0018298,None,0,Final Approval
LOG00018299,APP0018299,None,0,Form
LOG00018300,APP0018300,None,0,Document Upload
LOG00018301,APP0018301,None,0,Final Approval
LOG00018302,APP0018302,None,0,Final Approval
LOG00018303,APP0018303,None,0,Final Approval
LOG00018304,APP0018304,Timeout,9,KYC
LOG00018305,APP0018305,None,0,KYC
LOG00018306,APP0018306,Upload Error,14,Document Upload
LOG00018307,APP0018307,None,0,KYC
LOG00018308,APP0018308,None,0,Final Approval
LOG00018309,APP0018309,Timeout,41,Final Approval
LOG00018310,APP0018310,None,0,Final Approval
LOG00018311,APP0018311,None,0,Final Approval
LOG00018312,APP0018312,None,0,Final Approval
LOG00018313,APP0018313,Upload Error,28,KYC
LOG00018314,APP0018314,None,0,Final Approval
LOG00018315,APP0018315,Timeout,35,Form
LOG00018316,APP0018316,None,0,KYC
LOG00018317,APP0018317,None,0,Final Approval
LOG00018318,APP0018318,Timeout,19,Document Upload
LOG00018319,APP0018319,None,0,Final Approval
LOG00018320,APP0018320,None,0,Final Approval
LOG00018321,APP0018321,None,0,Final Approval
LOG00018322,APP0018322,None,0,Final Approval
LOG00018323,APP0018323,None,0,Document Upload
LOG00018324,APP0018324,None,0,Final Approval
LOG00018325,APP0018325,None,0,Final Approval
LOG00018326,APP0018326,None,0,Final Approval
LOG00018327,APP0018327,None,0,Final Approval
LOG00018328,APP0018328,None,0,Final Approval
LOG00018329,APP0018329,None,0,Final Approval
LOG00018330,APP0018330,None,0,KYC
LOG00018331,APP0018331,None,0,KYC
LOG00018332,APP0018332,None,0,Form
LOG00018333,APP0018333,None,0,Final Approval
LOG00018334,APP0018334,None,0,Final Approval
LOG00018335,APP0018335,None,0,Form
LOG00018336,APP0018336,None,0,Form
LOG00018337,APP0018337,None,0,Document Upload
LOG00018338,APP0018338,Timeout,7,KYC
LOG00018339,APP0018339,API Failure,1,KYC
LOG00018340,APP0018340,None,0,Final Approval
LOG00018341,APP0018341,API Failure,45,Document Upload
LOG00018342,APP0018342,None,0,Final Approval
LOG00018343,APP0018343,API Failure,22,Final Approval
LOG00018344,APP0018344,API Failure,55,Document Upload
LOG00018345,APP0018345,None,0,Final Approval
LOG00018346,APP0018346,None,0,Form
LOG00018347,APP0018347,None,0,Final Approval
LOG00018348,APP0018348,Upload Error,50,Final Approval
LOG00018349,APP0018349,Timeout,21,Final Approval
LOG00018350,APP0018350,Timeout,20,Form
LOG00018351,APP0018351,None,0,Final Approval
LOG00018352,APP0018352,None,0,Final Approval
LOG00018353,APP0018353,None,0,Final Approval
LOG00018354,APP0018354,Upload Error,11,Document Upload
LOG00018355,APP0018355,None,0,Final Approval
LOG00018356,APP0018356,Timeout,32,Document Upload
LOG00018357,APP0018357,Upload Error,7,Document Upload
LOG00018358,APP0018358,None,0,KYC
LOG00018359,APP0018359,None,0,Final Approval
LOG00018360,APP0018360,None,0,Final Approval
LOG00018361,APP0018361,None,0,Final Approval
LOG00018362,APP0018362,None,0,Document Upload
LOG00018363,APP0018363,API Failure,56,Document Upload
LOG00018364,APP0018364,None,0,Form
LOG00018365,APP0018365,None,0,Document Upload
LOG00018366,APP0018366,None,0,KYC
LOG00018367,APP0018367,Timeout,45,Document Upload
LOG00018368,APP0018368,None,0,Final Approval
LOG00018369,APP0018369,API Failure,18,Final Approval
LOG00018370,APP0018370,Upload Error,22,Final Approval
LOG00018371,APP0018371,None,0,Final Approval
LOG00018372,APP0018372,Upload Error,30,Form
LOG00018373,APP0018373,API Failure,46,KYC
LOG00018374,APP0018374,None,0,Final Approval
LOG00018375,APP0018375,None,0,Final Approval
LOG00018376,APP0018376,None,0,Document Upload
LOG00018377,APP0018377,None,0,Document Upload
LOG00018378,APP0018378,Timeout,38,KYC
LOG00018379,APP0018379,None,0,KYC
LOG00018380,APP0018380,None,0,KYC
LOG00018381,APP0018381,None,0,Final Approval
LOG00018382,APP0018382,Upload Error,24,Document Upload
LOG00018383,APP0018383,API Failure,34,Final Approval
LOG00018384,APP0018384,Upload Error,35,Document Upload
LOG00018385,APP0018385,Upload Error,11,Form
LOG00018386,APP0018386,Timeout,15,KYC
LOG00018387,APP0018387,None,0,Final Approval
LOG00018388,APP0018388,None,0,Document Upload
LOG00018389,APP0018389,None,0,Form
LOG00018390,APP0018390,None,0,KYC
LOG00018391,APP0018391,None,0,Final Approval
LOG00018392,APP0018392,None,0,Final Approval
LOG00018393,APP0018393,None,0,Final Approval
LOG00018394,APP0018394,None,0,Final Approval
LOG00018395,APP0018395,API Failure,12,Document Upload
LOG00018396,APP0018396,None,0,Final Approval
LOG00018397,APP0018397,None,0,Final Approval
LOG00018398,APP0018398,None,0,KYC
LOG00018399,APP0018399,None,0,Final Approval
LOG00018400,APP0018400,None,0,Final Approval
LOG00018401,APP0018401,Timeout,43,Form
LOG00018402,APP0018402,Upload Error,39,Document Upload
LOG00018403,APP0018403,None,0,Final Approval
LOG00018404,APP0018404,Upload Error,28,KYC
LOG00018405,APP0018405,Upload Error,34,Final Approval
LOG00018406,APP0018406,None,0,Final Approval
LOG00018407,APP0018407,Upload Error,51,Final Approval
LOG00018408,APP0018408,None,0,Final Approval
LOG00018409,APP0018409,None,0,Form
LOG00018410,APP0018410,None,0,Final Approval
LOG00018411,APP0018411,None,0,KYC
LOG00018412,APP0018412,None,0,KYC
LOG00018413,APP0018413,None,0,Document Upload
LOG00018414,APP0018414,None,0,Final Approval
LOG00018415,APP0018415,None,0,Final Approval
LOG00018416,APP0018416,None,0,Form
LOG00018417,APP0018417,API Failure,54,Document Upload
LOG00018418,APP0018418,None,0,Final Approval
LOG00018419,APP0018419,Upload Error,54,Document Upload
LOG00018420,APP0018420,API Failure,15,Document Upload
LOG00018421,APP0018421,None,0,Final Approval
LOG00018422,APP0018422,None,0,Final Approval
LOG00018423,APP0018423,None,0,Final Approval
LOG00018424,APP0018424,None,0,Final Approval
LOG00018425,APP0018425,None,0,Final Approval
LOG00018426,APP0018426,None,0,Final Approval
LOG00018427,APP0018427,None,0,Form
LOG00018428,APP0018428,None,0,Final Approval
LOG00018429,APP0018429,None,0,Final Approval
LOG00018430,APP0018430,None,0,Final Approval
LOG00018431,APP0018431,API Failure,9,Final Approval
LOG00018432,APP0018432,None,0,Final Approval
LOG00018433,APP0018433,None,0,KYC
LOG00018434,APP0018434,None,0,Final Approval
LOG00018435,APP0018435,None,0,Document Upload
LOG00018436,APP0018436,None,0,Final Approval
LOG00018437,APP0018437,None,0,Final Approval
LOG00018438,APP0018438,None,0,Form
LOG00018439,APP0018439,None,0,Final Approval
LOG00018440,APP0018440,None,0,Final Approval
LOG00018441,APP0018441,None,0,Final Approval
LOG00018442,APP0018442,None,0,Document Upload
LOG00018443,APP0018443,None,0,Final Approval
LOG00018444,APP0018444,None,0,Final Approval
LOG00018445,APP0018445,None,0,Final Approval
LOG00018446,APP0018446,None,0,Final Approval
LOG00018447,APP0018447,None,0,Final Approval
LOG00018448,APP0018448,None,0,Final Approval
LOG00018449,APP0018449,None,0,Final Approval
LOG00018450,APP0018450,None,0,Form
LOG00018451,APP0018451,None,0,Form
LOG00018452,APP0018452,None,0,Final Approval
LOG00018453,APP0018453,None,0,Final Approval
LOG00018454,APP0018454,Timeout,4,Final Approval
LOG00018455,APP0018455,Timeout,48,Form
LOG00018456,APP0018456,None,0,Document Upload
LOG00018457,APP0018457,Timeout,33,KYC
LOG00018458,APP0018458,Timeout,50,KYC
LOG00018459,APP0018459,None,0,Final Approval
LOG00018460,APP0018460,None,0,Final Approval
LOG00018461,APP0018461,None,0,Final Approval
LOG00018462,APP0018462,None,0,Final Approval
LOG00018463,APP0018463,None,0,Final Approval
LOG00018464,APP0018464,None,0,Final Approval
LOG00018465,APP0018465,None,0,Final Approval
LOG00018466,APP0018466,None,0,Final Approval
LOG00018467,APP0018467,None,0,Final Approval
LOG00018468,APP0018468,None,0,Final Approval
LOG00018469,APP0018469,Timeout,53,Final Approval
LOG00018470,APP0018470,None,0,Final Approval
LOG00018471,APP0018471,None,0,Final Approval
LOG00018472,APP0018472,None,0,Form
LOG00018473,APP0018473,API Failure,17,Form
LOG00018474,APP0018474,None,0,Final Approval
LOG00018475,APP0018475,None,0,KYC
LOG00018476,APP0018476,None,0,Final Approval
LOG00018477,APP0018477,None,0,Final Approval
LOG00018478,APP0018478,Timeout,55,KYC
LOG00018479,APP0018479,None,0,Final Approval
LOG00018480,APP0018480,None,0,Final Approval
LOG00018481,APP0018481,API Failure,36,Form
LOG00018482,APP0018482,API Failure,37,Document Upload
LOG00018483,APP0018483,Upload Error,48,Document Upload
LOG00018484,APP0018484,Upload Error,48,Document Upload
LOG00018485,APP0018485,None,0,Document Upload
LOG00018486,APP0018486,None,0,Final Approval
LOG00018487,APP0018487,None,0,Document Upload
LOG00018488,APP0018488,None,0,Form
LOG00018489,APP0018489,None,0,Final Approval
LOG00018490,APP0018490,None,0,Form
LOG00018491,APP0018491,None,0,Document Upload
LOG00018492,APP0018492,None,0,Document Upload
LOG00018493,APP0018493,API Failure,30,KYC
LOG00018494,APP0018494,None,0,Final Approval
LOG00018495,APP0018495,None,0,Final Approval
LOG00018496,APP0018496,None,0,Final Approval
LOG00018497,APP0018497,None,0,Document Upload
LOG00018498,APP0018498,None,0,Final Approval
LOG00018499,APP0018499,Timeout,58,Form
LOG00018500,APP0018500,None,0,Form
LOG00018501,APP0018501,API Failure,2,Form
LOG00018502,APP0018502,None,0,KYC
LOG00018503,APP0018503,None,0,Final Approval
LOG00018504,APP0018504,Timeout,2,Form
LOG00018505,APP0018505,None,0,KYC
LOG00018506,APP0018506,None,0,Final Approval
LOG00018507,APP0018507,None,0,Final Approval
LOG00018508,APP0018508,None,0,Final Approval
LOG00018509,APP0018509,None,0,Final Approval
LOG00018510,APP0018510,None,0,Final Approval
LOG00018511,APP0018511,None,0,Final Approval
LOG00018512,APP0018512,None,0,Final Approval
LOG00018513,APP0018513,None,0,Final Approval
LOG00018514,APP0018514,None,0,Final Approval
LOG00018515,APP0018515,Timeout,9,Form
LOG00018516,APP0018516,Timeout,34,Form
LOG00018517,APP0018517,None,0,Final Approval
LOG00018518,APP0018518,None,0,Final Approval
LOG00018519,APP0018519,API Failure,27,Final Approval
LOG00018520,APP0018520,None,0,Document Upload
LOG00018521,APP0018521,None,0,Final Approval
LOG00018522,APP0018522,None,0,Final Approval
LOG00018523,APP0018523,None,0,Final Approval
LOG00018524,APP0018524,None,0,Final Approval
LOG00018525,APP0018525,API Failure,28,Final Approval
LOG00018526,APP0018526,None,0,Final Approval
LOG00018527,APP0018527,None,0,KYC
LOG00018528,APP0018528,None,0,Document Upload
LOG00018529,APP0018529,None,0,Final Approval
LOG00018530,APP0018530,None,0,KYC
LOG00018531,APP0018531,Upload Error,54,Document Upload
LOG00018532,APP0018532,None,0,Final Approval
LOG00018533,APP0018533,Timeout,20,Final Approval
LOG00018534,APP0018534,Timeout,45,KYC
LOG00018535,APP0018535,Timeout,3,Document Upload
LOG00018536,APP0018536,None,0,Final Approval
LOG00018537,APP0018537,None,0,Final Approval
LOG00018538,APP0018538,None,0,Form
LOG00018539,APP0018539,API Failure,50,Form
LOG00018540,APP0018540,None,0,Final Approval
LOG00018541,APP0018541,None,0,Final Approval
LOG00018542,APP0018542,None,0,Final Approval
LOG00018543,APP0018543,None,0,Form
LOG00018544,APP0018544,API Failure,30,Form
LOG00018545,APP0018545,API Failure,39,KYC
LOG00018546,APP0018546,None,0,KYC
LOG00018547,APP0018547,None,0,Final Approval
LOG00018548,APP0018548,None,0,Form
LOG00018549,APP0018549,None,0,Final Approval
LOG00018550,APP0018550,None,0,Final Approval
LOG00018551,APP0018551,None,0,Final Approval
LOG00018552,APP0018552,None,0,Final Approval
LOG00018553,APP0018553,None,0,Final Approval
LOG00018554,APP0018554,None,0,Final Approval
LOG00018555,APP0018555,None,0,Document Upload
LOG00018556,APP0018556,None,0,Final Approval
LOG00018557,APP0018557,Timeout,28,KYC
